unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_door_mrd_garden_gate_257,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maratha Rajput Deccan,gate,a star teak garden gate,teak,VeryLarge,Standard,40200,78,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maratha Rajput Deccan; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mrd_grille_258,Early Modern,Early Modern,"Doors, locks & gates",door or gate,Maratha Rajput Deccan,grille,a vine brass metal grille,brass,Large,Good,42000,89,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission Maratha Rajput Deccan; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_mrd_strike_plate_259,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maratha Rajput Deccan,strike plate,a rosette copper strike plate,copper,Small,Good,415,95,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maratha Rajput Deccan; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mrd_hinge_pair_260,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maratha Rajput Deccan,hinges,a checker pewter hinge pair,pewter,Small,Standard,500,103,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maratha Rajput Deccan; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mrd_keyring_261,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maratha Rajput Deccan,keyring,a braided wrought iron keyring,wrought iron,Small,VeryGood,585,111,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maratha Rajput Deccan; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mrd_escutcheon_262,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maratha Rajput Deccan,escutcheon,a radiating bronze keyhole escutcheon,bronze,Small,Good,670,119,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maratha Rajput Deccan; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mrd_warded_lock_263,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maratha Rajput Deccan,lock,a leaf-scroll brass warded lock,brass,Small,Standard,755,127,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Normal,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maratha Rajput Deccan; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mrd_good_warded_lock_264,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maratha Rajput Deccan,lock,a sunburst copper fine warded lock,copper,Small,Poor,840,135,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Good,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maratha Rajput Deccan; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mrd_master_warded_lock_265,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maratha Rajput Deccan,lock,a water-wave pewter master warded lock,pewter,Small,Standard,925,143,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Lock_Master,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maratha Rajput Deccan; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_mrd_warded_key_266,Early Modern,Early Modern,"Doors, locks & gates",lock and hardware,Maratha Rajput Deccan,key,a knotted wrought iron warded key,wrought iron,Small,Good,1010,151,Era / Early Modern Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares,Holdable; Destroyable_HeavyMetal; Warded_Key,Locksmithing,Blacksmithing,"Early Modern doors, locks and gates hardware catalogue; culture admission Maratha Rajput Deccan; availability Early Modern. It does not imply a custom matched-key or hidden-lock system."
earlymodern_door_sic_panel_door_267,Early Modern,Early Modern,"Doors, locks & gates",door or gate,South Indian coastal trade,door,a braided cedar door leaf,cedar,Large,Good,24000,188,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission South Indian coastal trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sic_braced_door_268,Early Modern,Early Modern,"Doors, locks & gates",door or gate,South Indian coastal trade,door,a leaf-scroll teak braced door,teak,Large,Standard,25800,199,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission South Indian coastal trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sic_lockable_door_269,Early Modern,Early Modern,"Doors, locks & gates",door or gate,South Indian coastal trade,door,a water-wave wood lockable door,wood,Large,VeryGood,27600,210,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission South Indian coastal trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sic_secure_door_270,Early Modern,Early Modern,"Doors, locks & gates",door or gate,South Indian coastal trade,door,a flower-head oak secure door,oak,Large,Good,29400,221,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission South Indian coastal trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sic_shutter_271,Early Modern,Early Modern,"Doors, locks & gates",door or gate,South Indian coastal trade,shutter,a bird pine shuttered opening,pine,Large,Standard,31200,232,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission South Indian coastal trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sic_screen_272,Early Modern,Early Modern,"Doors, locks & gates",door or gate,South Indian coastal trade,screen,a geometric teak screen door,teak,Large,Poor,33000,243,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission South Indian coastal trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sic_lattice_gate_273,Early Modern,Early Modern,"Doors, locks & gates",door or gate,South Indian coastal trade,gate,a shell wrought iron lattice gate,wrought iron,VeryLarge,Standard,34800,254,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission South Indian coastal trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sic_courtyard_gate_274,Early Modern,Early Modern,"Doors, locks & gates",door or gate,South Indian coastal trade,gate,a rosette bronze courtyard gate,bronze,VeryLarge,Good,36600,265,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission South Indian coastal trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sic_warehouse_gate_275,Early Modern,Early Modern,"Doors, locks & gates",door or gate,South Indian coastal trade,gate,a braided oak warehouse gate,oak,VeryLarge,Good,38400,276,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission South Indian coastal trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
earlymodern_door_sic_garden_gate_276,Early Modern,Early Modern,"Doors, locks & gates",door or gate,South Indian coastal trade,gate,a leaf-scroll cedar garden gate,cedar,VeryLarge,Standard,40200,287,Era / Early Modern Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Early Modern doors, locks and gates catalogue; culture admission South Indian coastal trade; availability Early Modern. Door behaviour is limited to the attached supported component profile."
