stable_reference	source_file	source_line	source_scope	kind	family	disposition	rationale	review_status
medieval_food_itriyya_uncooked_noodle_bundle	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-items.tsv	216	Medieval	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_tutmaj_raw_noodle_squares	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-items.tsv	217	Medieval	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_shishbarak_uncooked_dumplings	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-items.tsv	218	Medieval	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_idli_fermenting_batter_cake	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-items.tsv	219	Medieval	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_dosa_fermenting_batter_crock	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-items.tsv	220	Medieval	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_moon_cake_unbaked_rounds	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-items.tsv	221	Medieval	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_zongzi_untied_filling_portions	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-items.tsv	222	Medieval	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_baozi_uncooked_pleated_buns	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-items.tsv	223	Medieval	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_buddhist_gluten_washed_mass	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-items.tsv	224	Medieval	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_couscous_unsteamed_granules	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-items.tsv	225	Medieval	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_injera_fermenting_batter	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-items.tsv	226	Medieval	Intermediate	Intermediate	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_lenten_almond_draught	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	2	Medieval	Liquid	DairyDrink	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_convent_walnut_milk	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	3	Medieval	Liquid	DairyDrink	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_poppy_seed_fast_emulsion	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	4	Medieval	Liquid	DairyDrink	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_green_grape_verjuice	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	5	Medieval	Liquid	Sauce	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_sorrel_verjuice_sauce	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	6	Medieval	Liquid	Sauce	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_clarified_hippocras	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	7	Medieval	Liquid	Wine	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
medieval_food_liquid_warmed_peppered_wine	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	8	Medieval	Liquid	Wine	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
medieval_food_liquid_monastic_herb_wine	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	9	Medieval	Liquid	Wine	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
medieval_food_liquid_honeyed_pomegranate_draught	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	10	Medieval	Liquid	FruitDrink	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
medieval_food_liquid_infirmary_barley_water	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	11	Medieval	Liquid	GrainDrink	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
medieval_food_liquid_bread_caudle	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	12	Medieval	Liquid	GrainDrink	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
medieval_food_liquid_almond_saffron_caudle	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	13	Medieval	Liquid	DairyDrink	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_monastic_parsley_broth	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	14	Medieval	Liquid	Broth	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_fish_day_saffron_broth	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	15	Medieval	Liquid	Broth	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_capon_restoration_broth	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	16	Medieval	Liquid	Broth	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_ale_onion_pot_liquor	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	17	Medieval	Liquid	Broth	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_spiced_galantine_sauce	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	18	Medieval	Liquid	Sauce	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_green_sawse	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	19	Medieval	Liquid	Sauce	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_bread_garlic_jance	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	20	Medieval	Liquid	Sauce	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_spiced_must_reduction	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	21	Medieval	Liquid	Syrup	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_quince_honey_syrup	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	22	Medieval	Liquid	Syrup	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_violet_sugar_syrup	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	23	Medieval	Liquid	Syrup	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_spiced_oxymel	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	24	Medieval	Liquid	FermentedDrink	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
medieval_food_liquid_ale_mustard_sauce	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	25	Medieval	Liquid	Sauce	adopted-later-era-dependency	Admitted as reusable input or liquid stock for later production; exact historical admissions and existing identity remain authoritative.	gate1-reviewed
medieval_food_liquid_oat_souring_liquor	DatabaseSeeder/Seeders/FoodCatalogue/Medieval/medieval.food-liquids.tsv	26	Medieval	Liquid	FermentedDrink	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
renaissance_food_italian_buttered_macaroni	DatabaseSeeder/Seeders/FoodCatalogue/Renaissance/renaissance.food-items.tsv	2	Renaissance	Prepared	Noodle	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
renaissance_food_italian_sugar_spiced_macaroni	DatabaseSeeder/Seeders/FoodCatalogue/Renaissance/renaissance.food-items.tsv	3	Renaissance	Prepared	Noodle	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
renaissance_food_italian_layered_lasagne	DatabaseSeeder/Seeders/FoodCatalogue/Renaissance/renaissance.food-items.tsv	4	Renaissance	Prepared	Noodle	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
renaissance_food_italian_herb_cheese_ravioli	DatabaseSeeder/Seeders/FoodCatalogue/Renaissance/renaissance.food-items.tsv	5	Renaissance	Prepared	Dumpling	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
renaissance_food_italian_meat_ravioli_broth	DatabaseSeeder/Seeders/FoodCatalogue/Renaissance/renaissance.food-items.tsv	6	Renaissance	Prepared	Dumpling	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
renaissance_food_italian_pumpkin_tortelli	DatabaseSeeder/Seeders/FoodCatalogue/Renaissance/renaissance.food-items.tsv	7	Renaissance	Prepared	Dumpling	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
renaissance_food_italian_greens_tortelli	DatabaseSeeder/Seeders/FoodCatalogue/Renaissance/renaissance.food-items.tsv	8	Renaissance	Prepared	Dumpling	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
renaissance_food_italian_vermicelli_almond_fast	DatabaseSeeder/Seeders/FoodCatalogue/Renaissance/renaissance.food-items.tsv	9	Renaissance	Prepared	Noodle	unchanged-reuse	Retained as a valid earlier food or drink without cloning; later availability remains subject to its admission record.	gate1-reviewed
