unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_jewellery_nba_ring_91,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,ring,a vine copper ring,copper,Tiny,Good,34,53,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Ring; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_signet_ring_92,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,ring,a geometric bronze ring,bronze,Tiny,VeryGood,41,62,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Ring; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_pendant_93,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,pendant,a cloud silver pendant,silver,Tiny,VeryGood,48,71,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_bead_necklace_94,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,necklace,a shell gold necklace,gold,Tiny,Good,55,80,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_chain_necklace_95,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,necklace,a reed brass necklace,brass,Tiny,Standard,62,89,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_bracelet_96,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,bracelet,a rosette glass bracelet,glass,Tiny,Poor,69,98,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Bracelet; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_armlet_97,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,armlet,a checker bone armlet,bone,Tiny,Standard,76,107,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Armlet; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_anklet_98,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,anklet,a braided shell anklet,shell,Tiny,Good,83,116,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Anklet; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_earrings_99,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,earrings,a radiating ivory earrings,ivory,Tiny,Good,90,125,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Earrings; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_brooch_100,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,brooch,a leaf-scroll pearl brooch,pearl,Tiny,Standard,20,134,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Brooch; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_pin_101,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,pin,a sunburst amber pin,amber,Tiny,VeryGood,27,143,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Pin; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_hairpin_102,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,hairpin,a water-wave coral hairpin,coral,Tiny,Good,34,152,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Hairpin; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_circlet_103,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,circlet,a knotted garnet circlet,garnet,Tiny,Standard,41,8,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Circlet; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_diadem_104,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,diadem,a flower-head agate diadem,agate,Tiny,Poor,48,17,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Diadem; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_waist_chain_105,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,waist chain,a star carnelian waist chain,carnelian,Tiny,Standard,55,26,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Waist_Chain; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_belt_ornament_106,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,belt ornament,a bird lapis lazuli belt ornament,lapis lazuli,Tiny,Good,62,35,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_badge_107,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,badge,a vine turquoise badge,turquoise,Tiny,Good,69,44,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
renaissance_jewellery_nba_temple_ring_108,Renaissance,Renaissance,Jewellery & devotional,personal adornment,Northern Baltic,temple ring,a geometric jade temple ring,jade,Tiny,Standard,76,53,Era / Renaissance Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery; Culture / Renaissance / Shared / Northern Baltic,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Renaissance personal adornment catalogue; culture admission Northern Baltic; availability Renaissance. Description is form-led and makes no unsupported devotional or mechanical claim.
