unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
earlymodern_jewellery_sea_brooch_410,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,brooch,a cloud copper brooch,copper,Tiny,Good,34,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery,Holdable; Wear_Brooch; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_pin_411,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,pin,a shell bronze pin,bronze,Tiny,Good,41,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pins; Market / Jewellery / Standard Jewellery,Holdable; Wear_Pin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_hairpin_412,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,hairpin,a reed silver hairpin,silver,Tiny,Standard,48,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Hair Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Hairpin; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_circlet_413,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,circlet,a rosette gold circlet,gold,Tiny,VeryGood,55,44,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Circlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Circlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_diadem_414,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,diadem,a checker brass diadem,brass,Tiny,Good,62,53,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Diadems; Market / Jewellery / Standard Jewellery,Holdable; Wear_Diadem; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_waist_chain_415,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,waist chain,a braided glass waist chain,glass,Tiny,Standard,69,62,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Waist Chains; Market / Jewellery / Standard Jewellery,Holdable; Wear_Waist_Chain; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_belt_ornament_416,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,belt ornament,a radiating bone belt ornament,bone,Tiny,Poor,76,71,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Belt Ornaments; Market / Jewellery / Standard Jewellery,Holdable; Wear_Belt_Ornament; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_badge_417,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,badge,a leaf-scroll shell badge,shell,Tiny,Standard,83,80,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Badges; Market / Jewellery / Standard Jewellery,Holdable; Wear_Badge; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_temple_ring_418,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,temple ring,a sunburst ivory temple ring,ivory,Tiny,Good,90,89,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Temple Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Temple_Rings; Destroyable_Misc,Jewellery and devotional work,Scrimshawing,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_torc_419,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,torc,a water-wave pearl torc,pearl,Tiny,Good,20,98,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,Holdable; Wear_Torc; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_sea_wreath_420,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Mainland South-east Asian courts,wreath,a knotted amber wreath,amber,Tiny,Standard,27,107,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Wreaths; Market / Jewellery / Standard Jewellery,Holdable; Wear_Wreath; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Mainland South-east Asian courts; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_msea_ring_421,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Maritime South-east Asian trade worlds,ring,a bird jade ring,jade,Tiny,VeryGood,34,116,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_msea_signet_ring_422,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Maritime South-east Asian trade worlds,ring,a vine quartz ring,quartz,Tiny,VeryGood,41,125,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Rings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Ring; Destroyable_Misc,Jewellery and devotional work,Gemcraft,Early Modern personal adornment catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_msea_pendant_423,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Maritime South-east Asian trade worlds,pendant,a geometric faience pendant,faience,Tiny,Standard,48,134,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_msea_bead_necklace_424,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Maritime South-east Asian trade worlds,necklace,a cloud pewter necklace,pewter,Tiny,Poor,55,143,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bead Strings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_msea_chain_necklace_425,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Maritime South-east Asian trade worlds,necklace,a shell copper necklace,copper,Tiny,Standard,62,152,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Market / Jewellery / Standard Jewellery,Holdable; Wear_Necklace; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_msea_bracelet_426,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Maritime South-east Asian trade worlds,bracelet,a reed bronze bracelet,bronze,Tiny,Good,69,8,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Bracelets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Bracelet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_msea_armlet_427,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Maritime South-east Asian trade worlds,armlet,a rosette silver armlet,silver,Tiny,Good,76,17,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Armlets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Armlet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_msea_anklet_428,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Maritime South-east Asian trade worlds,anklet,a checker gold anklet,gold,Tiny,Standard,83,26,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Anklets; Market / Jewellery / Standard Jewellery,Holdable; Wear_Anklet; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_msea_earrings_429,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Maritime South-east Asian trade worlds,earrings,a braided brass earrings,brass,Tiny,VeryGood,90,35,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Earrings; Market / Jewellery / Standard Jewellery,Holdable; Wear_Earrings; Destroyable_HeavyMetal,Jewellery and devotional work,Silversmithing,Early Modern personal adornment catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
earlymodern_jewellery_msea_brooch_430,Early Modern,Early Modern,Jewellery & devotional,personal adornment,Maritime South-east Asian trade worlds,brooch,a radiating glass brooch,glass,Tiny,Good,20,44,Era / Early Modern Era; Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Brooches; Market / Jewellery / Standard Jewellery,Holdable; Wear_Brooch; Destroyable_Glassware,Jewellery and devotional work,Glassworking,Early Modern personal adornment catalogue; culture admission Maritime South-east Asian trade worlds; availability Early Modern. Description is form-led and makes no unsupported devotional or mechanical claim.
