unique_reference,owner_era,availability,family,subfamily,culture_admission,noun,sdesc,material,size,quality,weight_g,cost,tags,components,craft_category,craft_trait,builder_notes
renaissance_door_iba_strike_plate_55,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Iberian Atlantic,strike plate,a bird pewter strike plate,pewter,Small,Standard,415,135,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Iberian Atlantic; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_iba_hinge_pair_56,Renaissance,Renaissance,"Doors, locks & gates",lock and hardware,Iberian Atlantic,hinges,a vine wrought iron hinge pair,wrought iron,Small,Poor,500,143,Era / Renaissance Era; Functions / Household Items / Household Wares; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Iberian Atlantic,Holdable; Destroyable_HeavyMetal; Latch_Normal,Locksmithing,Blacksmithing,"Renaissance doors, locks and gates hardware catalogue; culture admission Iberian Atlantic; availability Renaissance. It does not imply a custom matched-key or hidden-lock system."
renaissance_door_cen_panel_door_57,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,door,a leaf-scroll cedar door leaf,cedar,Large,Standard,56400,155,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_braced_door_58,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,door,a water-wave teak braced door,teak,Large,Good,24000,166,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_lockable_door_59,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,door,a flower-head wood lockable door,wood,Large,Good,25800,177,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_secure_door_60,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,door,a bird oak secure door,oak,Large,Standard,27600,188,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Lockable_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_shutter_61,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,shutter,a geometric pine shuttered opening,pine,Large,VeryGood,29400,199,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_screen_62,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,screen,a shell teak screen door,teak,Large,Good,31200,210,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Bad_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_lattice_gate_63,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,gate,a rosette wrought iron lattice gate,wrought iron,VeryLarge,Standard,33000,221,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_courtyard_gate_64,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,gate,a braided bronze courtyard gate,bronze,VeryLarge,Poor,34800,232,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_warehouse_gate_65,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,gate,a leaf-scroll oak warehouse gate,oak,VeryLarge,Standard,36600,243,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Lockable_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_garden_gate_66,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,gate,a water-wave cedar garden gate,cedar,VeryLarge,Good,38400,254,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_grille_67,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,grille,a flower-head bronze metal grille,bronze,Large,Good,40200,265,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Secure_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_barrier_68,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,barrier,a bird brass barred barrier,brass,Large,Standard,42000,276,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Household Goods / Standard Wares; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_hatch_69,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,hatch,a geometric wood service hatch,wood,Large,VeryGood,43800,287,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_wicket_70,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,wicket,a shell oak wicket gate,oak,Large,Good,45600,45,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_panel_door_71,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,door,a rosette pine door leaf,pine,Large,Standard,47400,56,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_braced_door_72,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,door,a braided cedar braced door,cedar,Large,Poor,49200,67,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Tough_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
renaissance_door_cen_lockable_door_73,Renaissance,Renaissance,"Doors, locks & gates",door or gate,Central European,door,a leaf-scroll teak lockable door,teak,Large,Standard,51000,78,Era / Renaissance Era; Functions / Household Items / Household Construction Materials; Market / Construction Materials / Worked Timber; Culture / Renaissance / Shared / Central European,Holdable; Destroyable_Door; Door_Lockable_Normal_Large,Carpentry and joinery,Carpentry,"Renaissance doors, locks and gates catalogue; culture admission Central European; availability Renaissance. Door behaviour is limited to the attached supported component profile."
