category,unique_reference,sdesc,noun,material,size,quality,weight_g,cost,components,tags,morph,notes,fdesc
Neck adornment,medieval_jewellery_neck_coral_choker,a coral choker,choker,coral,VerySmall,Good,52.0,145.0m,Holdable; Wear_Choker; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Chokers; Market / Jewellery / Luxury Jewellery,,,"Seen flat, coral choker shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The worked parts of the coral choker are decorative, but none suggest a moving catch or concealed compartment. The coral choker leaves room for local marks or motifs without needing a different base object."
Neck adornment,medieval_jewellery_neck_beadpattern_glass_choker,a $beadpattern glass choker,choker,glass,VerySmall,Standard,46.0,34.0m,Holdable; Wear_Choker; Destroyable_Glassware; Variable_BeadPattern,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Chokers; Market / Jewellery / Standard Jewellery,,,"Seen flat, $beadpattern glass choker shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. Fine wear gathers around the choker's highest places, leaving the chosen bead pattern breaking the line into visible rhythm easier to pick out. The $beadpattern glass choker reads as ordinary market adornment rather than a tool, charm, or container."
Neck adornment,medieval_jewellery_neck_pearl_court_choker,a pearl court choker,choker,pearl,VerySmall,Good,50.0,360.0m,Holdable; Wear_Choker; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Chokers; Market / Jewellery / Court Jewellery,,,"Seen flat, pearl court choker shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. Small handling marks cross the pearl court choker unevenly, especially where it would brush cloth or skin. The pearl court choker leaves room for local marks or motifs without needing a different base object."
Neck adornment,medieval_jewellery_neck_bronze_neck_ring,a bronze neck ring,torc,bronze,Small,Good,150.0,62.0m,Holdable; Wear_Neck_Ring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Rings; Market / Jewellery / Standard Jewellery,,,"A bronze neck ring carries its value in the rhythm of its material: brown-gold bronze with rubbed high points. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. Fine wear gathers around the torc's highest places, leaving terminals that are finished more boldly than the back curve easier to pick out. The bronze neck ring reads as ordinary market adornment rather than a tool, charm, or container."
Neck adornment,medieval_jewellery_neck_twisted_silver_torc,a twisted silver torc,torc,silver,Small,Good,220.0,280.0m,Holdable; Wear_Torc; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Luxury Jewellery,,,"Seen flat, twisted silver torc shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The hidden side of the twisted silver torc is plainer, so attention stays on terminals that are finished more boldly than the back curve and the visible finish. The twisted silver torc feels selected for appearance first, with practical wearing kept secondary."
Neck adornment,medieval_jewellery_neck_heavy_gold_torc,a heavy gold torc,torc,gold,Small,Good,260.0,1250.0m,Holdable; Wear_Torc; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Noble Jewellery,,,"A heavy gold torc is arranged for the throat or upper chest, where its line of deep yellow gold with a warm, steady shine would be plainly visible. A few beads, links, or turns sit out of strict order, making the hand assembly part of the charm. Rubbing has brightened the exposed parts of the heavy gold torc without making it look neglected. The heavy gold torc leaves room for local marks or motifs without needing a different base object."
Neck adornment,medieval_jewellery_neck_iron_neck_ring,an iron neck ring,torc,wrought iron,Small,Standard,180.0,30.0m,Holdable; Wear_Neck_Ring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Rings; Market / Jewellery / Commoner Jewellery,,,"The iron neck ring falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is dark wrought iron with a waxed, workmanlike finish, with terminals that are finished more boldly than the back curve giving the eye a place to pause. Rubbing has brightened the exposed parts of the iron neck ring without making it look neglected. The iron neck ring leaves room for local marks or motifs without needing a different base object."
Neck adornment,medieval_jewellery_neck_gilded_bronze_neck_ring,a gilded bronze neck ring,torc,gilded bronze,Small,Good,170.0,170.0m,Holdable; Wear_Neck_Ring; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Neck Rings; Market / Jewellery / Luxury Jewellery,,,"A gilded bronze neck ring carries its value in the rhythm of its material: bronze showing through a thin golden surface at nicks and bends. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. The hidden side of the gilded bronze neck ring is plainer, so attention stays on terminals that are finished more boldly than the back curve and the visible finish. The gilded bronze neck ring reads as wealthy adornment rather than a tool, charm, or container."
Neck adornment,medieval_jewellery_neck_plain_copper_torc,a plain copper torc,torc,copper,Small,Good,140.0,46.0m,Holdable; Wear_Torc; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Standard Jewellery,,,"The plain copper torc falls in a deliberate curve, not as a loose cord but as jewellery meant to frame the neckline. Its main body is warm reddish copper darkened in the recesses, with terminals that are finished more boldly than the back curve giving the eye a place to pause. Fine wear gathers around the torc's highest places, leaving terminals that are finished more boldly than the back curve easier to pick out. The plain copper torc leaves room for local marks or motifs without needing a different base object."
Neck adornment,medieval_jewellery_neck_amber_ended_silver_torc,an amber-ended silver torc,torc,silver,Small,Good,210.0,360.0m,Holdable; Wear_Torc; Destroyable_HeavyMetal,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Torcs; Market / Jewellery / Luxury Jewellery,,,"An amber-ended silver torc is arranged for the throat or upper chest, where its line of pale silver brightened at its raised surfaces would be plainly visible. A few beads, links, or turns sit out of strict order, making the hand assembly part of the charm. The hidden side of the amber-ended silver torc is plainer, so attention stays on visible amber detail worked into the public face and the visible finish. The amber-ended silver torc is meant to be noticed in wear, but nothing about it implies armour or magic."
Neck adornment,medieval_jewellery_neck_bone_token_pendant,a bone token pendant,pendant,bone,Tiny,Standard,12.0,7.0m,Holdable; Wear_Necklace; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Commoner Jewellery,,,"Seen flat, bone token pendant shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The worked parts of the bone token pendant are decorative, but none suggest a moving catch or concealed compartment. The piece would signal commoner taste while remaining straightforward jewellery."
Neck adornment,medieval_jewellery_neck_carved_amber_pendant,a carved amber pendant,pendant,amber,Tiny,Standard,18.0,34.0m,Holdable; Wear_Necklace; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Standard Jewellery,,,"Seen flat, carved amber pendant shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The worked parts of the carved amber pendant are decorative, but none suggest a moving catch or concealed compartment. The carved amber pendant reads as ordinary market adornment rather than a tool, charm, or container."
Neck adornment,medieval_jewellery_neck_turquoise_pendant,a turquoise pendant,pendant,turquoise,Tiny,Good,16.0,72.0m,Holdable; Wear_Necklace; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Merchant Jewellery,,,"A turquoise pendant carries its value in the rhythm of its material: blue-green turquoise with fine darker lines. The elements are not all identical, but the spacing is careful enough that the variation feels intentional. Close inspection of the turquoise pendant shows small tool marks rather than cast-perfect smoothness. The piece would signal merchant taste while remaining straightforward jewellery."
Neck adornment,medieval_jewellery_neck_jade_pendant,a jade pendant,pendant,jade,Tiny,Good,22.0,180.0m,Holdable; Wear_Necklace; Destroyable_Misc,Functions / Worn Items / Jewellery; Functions / Worn Items / Jewellery / Necklaces; Functions / Worn Items / Jewellery / Pendants; Market / Jewellery / Luxury Jewellery,,,"Seen flat, jade pendant shows a slight unevenness that would soften once worn. The front has the best polish and spacing, while the back is plainer and more practical. The hidden side of the jade pendant is plainer, so attention stays on a small suspension hole worn smooth at the top and the visible finish. The jade pendant is meant to be noticed in wear, but nothing about it implies armour or magic."
