StableReference	PhysicalKind	Family	Admissions	Concept	Ownership	Material	LiquidDependency	Components	Tags	IngredientProfile	NutritionProfile	DietaryProfile	FreshnessProfile	HealthBindings	ProductionRoute	FailureFamily	EvidenceRoute	Rationale	ReviewState
industrialised_food_meat_offal_001	Item	meat-and-offal	industrial;modern;nuclear;information	standardised minced meat loaf (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_001	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_001	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_002	Item	meat-and-offal	industrial;modern;nuclear;information	standardised fresh sausage (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_002	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_002	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_003	Item	meat-and-offal	industrial;modern;nuclear;information	standardised cooked sausage (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_003	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_003	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_004	Item	meat-and-offal	industrial;modern;nuclear;information	standardised potted meat (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_004	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_004	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_005	Item	meat-and-offal	industrial;modern;nuclear;information	standardised pressed poultry (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_005	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_005	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_006	Item	meat-and-offal	industrial;modern;nuclear;information	standardised liver paste (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_006	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_006	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_007	Item	meat-and-offal	industrial;modern;nuclear;information	standardised blood sausage (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_007	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_007	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_008	Item	meat-and-offal	industrial;modern;nuclear;information	standardised corned meat (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_008	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_008	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_009	Item	meat-and-offal	industrial;modern;nuclear;information	standardised meat extract (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_009	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_009	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_010	Item	meat-and-offal	industrial;modern;nuclear;information	standardised jellied offal (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_010	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_010	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_011	Item	meat-and-offal	industrial;modern;nuclear;information	institutional minced meat loaf (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_011	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_011	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_012	Item	meat-and-offal	industrial;modern;nuclear;information	institutional fresh sausage (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_012	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_012	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_013	Item	meat-and-offal	industrial;modern;nuclear;information	institutional cooked sausage (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_013	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_013	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_014	Item	meat-and-offal	industrial;modern;nuclear;information	institutional potted meat (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_014	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_014	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_015	Item	meat-and-offal	industrial;modern;nuclear;information	institutional pressed poultry (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_015	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_015	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrialised_food_meat_offal_016	Item	meat-and-offal	industrial;modern;nuclear;information	institutional liver paste (industrialised form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era;Era / Modern Era;Era / Nuclear Era;Era / Information Age Era	ingredient_industrialised_food_meat_offal_016	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrialised_food_meat_offal_016	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_meat_offal_001	Item	meat-and-offal	industrial	standardised minced meat loaf (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_meat_offal_001	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrial_food_meat_offal_001	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
industrial_food_meat_offal_002	Item	meat-and-offal	industrial	standardised fresh sausage (industrial form)	food-and-drink	food		PreparedFood	Food and Drink;Era / Industrial Era	ingredient_industrial_food_meat_offal_002	nutrition_meat-and-offal	dietary_meat-and-offal	freshness_chilled	Food-Borne Illness	route_industrial_food_meat_offal_002	failure_food_unusable	evidence_meat-and-offal	Processed edible products, never duplicate raw butchery outputs or package graphs. Exact mechanical identity reserved for dependency review; player prose and final price remain later-gate work.	DependencyReviewed
